n,command,mean,stddev,median,user,system,min,max
10,../project < in.txt,0.005517031734013014,0.0036602798192009013,0.0038610185800000006,0.003999020368763554,0.0017796112364425166,0.0008450710800000003,0.01242384308
11,../project < in.txt,0.0049224570280564555,0.0034335952699174875,0.0029490750399999996,0.0037394092942453837,0.0014725574375678624,0.0009412980399999995,0.01252865904
12,../project < in.txt,0.005541391235729849,0.0031715762140658954,0.0049811568,0.003813253812636164,0.0019139673420479303,0.0007792202999999998,0.0122026493
13,../project < in.txt,0.004966158915598711,0.0034021734326954616,0.0037053388800000007,0.003510280474649408,0.001596165523193095,0.0010375988800000006,0.01252798888
14,../project < in.txt,0.004246560495533551,0.002308959774406054,0.00482020216,0.003305190231023104,0.001315209460946094,0.0006602951599999998,0.00945827516
15,../project < in.txt,0.0043914680394420615,0.00353010625647555,0.0031800131800000003,0.003258708154506435,0.0013821162017167374,0.0010129831800000004,0.01258504618
16,../project < in.txt,0.0047455549328961726,0.0035249842012871307,0.003808210440000001,0.0034815746666666636,0.0015369930491803269,0.0007704824400000007,0.012253196440000003
17,../project < in.txt,0.0060678718959465425,0.003743295319504102,0.006288858220000001,0.004300920668151448,0.0019248284187082401,0.0009895177200000002,0.012531994720000002
18,../project < in.txt,0.006867057722162164,0.003780547338258243,0.00943878396,0.004738935135135134,0.0022106896,0.0009256809600000004,0.012406481960000002
19,../project < in.txt,0.0056711876959046606,0.0026496980175093757,0.00512428084,0.0040227947128927384,0.0017604771397616457,0.00091621384,0.012531933840000002
20,../project < in.txt,0.004719393069771982,0.003436947558418511,0.00329560406,0.0033770665146579787,0.0016691297937024986,0.00029076206000000016,0.009115095060000002
21,../project < in.txt,0.003065604000659342,0.003108812518211587,0.0016412074600000003,0.002283745582417582,0.0011079091428571426,0.0005872689600000002,0.012133323960000001
22,../project < in.txt,0.007540090286666665,0.0037883965798139645,0.00841726372,0.005357727204301084,0.0023018424086021522,0.0009058872200000006,0.01249829822
23,../project < in.txt,0.006214174666364619,0.003470024369248236,0.006246410359999999,0.0044001417475728125,0.0019576768500539354,0.0010320213599999996,0.01253733536
24,../project < in.txt,0.004030970576341734,0.002310984173129539,0.0028437414,0.0029230411171960527,0.0014322150711938676,0.0008470773999999996,0.0087200854
25,../project < in.txt,0.006966246448418714,0.003903192909530456,0.00685111766,0.004930388819599106,0.0021078385300668154,0.0009659501600000008,0.01250848216
26,../project < in.txt,0.004541519505136016,0.003443799690756876,0.003112262380000001,0.0034352004352557128,0.0013667275734494013,0.0008882783800000004,0.01241861638
